value_eur_mn,age,height_cm,weight_kg,club_country,club_playing_status,club_contract_valid_until_year,work_rate_attack_defense,body_type,position,overall,pace,shooting,passing,dribbling,defending,physic,skill_moves
17,22,180,75,Portugal,substitute,2025,High/Medium,Normal,Forward,74,74,74,66,75,38,67,4
6.5,23,188,78,England,substitute,2025,Medium/Medium,Lean,Midfield,74,68,70,74,72,69,75,3
9,21,171,68,England,substitute,2026,High/Medium,Normal,Defender,74,70,70,74,75,69,66,4
15.5,22,192,81,Germany,starting_xi,2025,Medium/High,Normal,Defender,74,83,43,57,67,72,81,2
12.5,20,175,74,Spain,substitute,2027,High/Medium,Normal,Forward,74,78,71,63,80,24,48,3
9,19,178,73,Spain,starting_xi,2026,High/Medium,Normal,Midfield,74,85,69,68,74,60,67,4
3.7,23,175,74,Spain,substitute,2026,Medium/Medium,Normal,Midfield,74,83,67,71,77,47,62,4
8.5,23,176,68,Portugal,starting_xi,2025,Medium/Medium,Normal,Midfield,74,77,70,72,75,52,52,3
11.5,22,184,76,Spain,substitute,2026,Low/Medium,Normal,Defender,74,69,30,50,51,76,65,2
6,23,180,73,England,substitute,2025,Medium/High,Normal,Defender,74,75,33,62,71,75,80,2
4.6,23,184,88,Switzerland,starting_xi,2026,High/High,Stocky,Midfield,74,73,73,72,74,68,82,2
4.5,23,180,74,France,substitute,2026,High/Low,Normal,Defender,74,86,64,67,73,67,70,3
9,23,179,68,England,substitute,2024,Medium/High,Lean,Midfield,74,65,48,65,70,71,74,3
15,21,168,56,France,substitute,2025,Medium/Medium,Lean,Midfield,74,77,70,72,77,61,59,4
6,22,180,69,England,substitute,2024,High/Medium,Normal,Defender,74,76,38,62,67,73,71,2
6,22,183,76,Netherlands,starting_xi,2026,High/Medium,Lean,Defender,74,89,48,68,71,66,70,3
6,22,188,87,England,substitute,2025,Medium/Medium,Lean,Defender,74,78,27,58,55,74,73,2
6,20,179,70,France,starting_xi,2024,Medium/Medium,Normal,Midfield,74,68,54,72,74,71,68,3
10.5,23,187,80,Spain,starting_xi,2025,Medium/High,Normal,Midfield,74,66,47,63,66,73,79,2
2.9,24,184,75,France,substitute,2024,High/Medium,Normal,Midfield,74,71,70,72,79,54,64,4
8.5,23,175,69,France,starting_xi,2025,High/Medium,Lean,Midfield,74,91,69,66,76,47,67,4
8.5,23,181,66,France,substitute,2026,Medium/Low,Lean,Midfield,74,79,67,68,78,25,60,3
6,22,185,73,Spain,substitute,2026,Medium/Medium,Lean,Defender,74,78,52,67,71,68,75,3
8.5,22,185,66,France,substitute,2024,High/Medium,Lean,Midfield,74,86,71,67,75,45,61,3
7.5,24,185,77,Italy,substitute,2025,High/Medium,Normal,Midfield,74,71,70,73,73,69,76,3
6.5,24,190,82,Portugal,substitute,2027,High/High,Normal,Forward,74,83,72,61,71,37,82,3
9.5,21,176,66,England,starting_xi,2027,High/High,Lean,Midfield,74,81,66,68,78,53,63,3
4.7,23,179,73,USA,bench,2024,High/Medium,Normal,Midfield,74,80,69,71,73,67,68,3
5.5,21,190,80,Italy,substitute,2025,High/High,Normal,Defender,74,74,38,54,63,76,76,2
4.6,25,190,90,England,starting_xi,2024,Medium/High,Lean,Defender,74,57,25,51,45,75,76,2
5.5,24,180,74,Italy,substitute,2024,High/Medium,Normal,Forward,74,75,73,65,76,30,63,3
3.1,24,182,76,Portugal,starting_xi,2024,Medium/High,Normal,Midfield,74,58,55,66,70,70,75,2
9.5,24,184,79,England,starting_xi,2026,High/High,Lean,Midfield,74,68,69,71,72,73,78,3
3.3,23,177,74,Italy,substitute,2025,Medium/High,Lean,Midfield,74,69,67,74,76,66,67,3
6,24,180,74,Portugal,starting_xi,2025,High/High,Normal,Defender,74,91,36,60,69,67,75,2
18.5,24,180,65,England,substitute,2025,Medium/Medium,Lean,Midfield,74,61,65,72,72,68,67,2
5.5,23,185,79,Netherlands,starting_xi,2025,Medium/Medium,Normal,Defender,74,75,42,57,66,72,79,2
3,22,192,91,Germany,starting_xi,2025,Low/Medium,Normal,Defender,74,70,37,56,54,75,75,2
4.9,21,178,72,France,substitute,2024,High/Medium,Normal,Forward,74,80,75,60,71,33,62,3
16,22,183,86,Italy,substitute,2026,Medium/High,Normal,Midfield,74,70,63,71,75,65,70,3
4,25,180,80,Spain,substitute,2026,High/Medium,Stocky,Forward,74,76,73,61,74,37,69,3
5.5,25,184,78,USA,starting_xi,2025,High/Medium,Lean,Forward,74,68,74,62,71,32,71,3
5,25,175,68,Germany,starting_xi,2025,High/High,Lean,Forward,74,82,73,73,77,29,68,3
13.5,25,175,62,Portugal,starting_xi,2027,High/Medium,Lean,Midfield,74,71,69,72,76,65,69,3
5,25,182,74,Spain,starting_xi,2027,Medium/Medium,Normal,Forward,74,66,74,67,74,38,66,3
8.5,26,182,74,England,starting_xi,2025,High/Medium,Normal,Defender,74,76,48,67,69,74,74,2
4.2,24,183,80,Italy,starting_xi,2025,High/High,Normal,Defender,74,77,49,64,66,70,81,2
7,25,169,61,England,starting_xi,2024,Medium/Medium,Stocky,Midfield,74,69,69,75,72,71,77,3
3.1,24,189,83,Germany,starting_xi,2026,Medium/High,Normal,Defender,74,82,37,57,58,76,71,2
11.5,26,188,83,France,starting_xi,2026,Medium/Medium,Normal,Midfield,74,58,59,65,69,71,77,2
14,24,185,70,Italy,substitute,2024,High/High,Lean,Forward,74,83,71,63,74,39,73,3
4.3,22,171,69,England,starting_xi,2024,High/Medium,Normal,Defender,74,80,42,64,75,70,73,3
2.4,24,172,68,Spain,starting_xi,2024,High/Medium,Normal,Defender,74,80,63,71,76,69,69,3
4.1,23,178,65,England,substitute,2026,Medium/High,Lean,Midfield,74,61,64,73,76,63,60,4
5.5,23,186,83,Germany,starting_xi,2025,Medium/High,Normal,Defender,74,73,33,52,51,76,73,2
3.9,23,188,81,France,starting_xi,2025,Medium/Medium,Lean,Defender,74,51,35,55,59,76,71,2
30,23,177,79,Italy,starting_xi,2024,Medium/Medium,Normal,Forward,74,77,73,71,77,35,44,4
5,24,193,88,Italy,starting_xi,2026,Low/Medium,Normal,Defender,74,64,34,49,52,74,73,2
5,25,175,71,England,starting_xi,2025,Medium/Medium,Normal,Midfield,74,60,63,74,77,66,66,3
3.9,24,180,78,Italy,substitute,2026,High/Medium,Normal,Defender,74,78,48,62,67,71,79,2
5.5,24,187,82,Germany,starting_xi,2025,Medium/Medium,Normal,Defender,74,67,42,59,67,75,75,2
9.5,24,173,72,France,starting_xi,2026,Medium/High,Normal,Midfield,74,56,47,59,69,73,80,2
4.7,24,185,80,France,starting_xi,2025,Medium/Medium,Normal,Defender,74,59,42,48,55,74,77,2
4.2,24,181,70,Germany,substitute,2025,High/Medium,Lean,Midfield,74,83,68,69,75,54,59,3
3.5,26,191,87,Italy,substitute,2025,Low/High,Normal,Defender,74,78,37,45,50,76,72,2
9.5,22,178,68,Netherlands,substitute,2025,High/High,Lean,Defender,74,82,53,72,72,66,71,3
7.5,24,175,71,Italy,starting_xi,2026,Medium/Medium,Normal,Midfield,74,74,60,75,77,57,64,3
2.9,25,172,69,England,starting_xi,2025,High/Low,Normal,Forward,74,84,75,66,75,35,69,3
3.6,26,182,90,Italy,substitute,2024,Medium/Medium,Normal,Forward,74,73,71,66,75,38,67,3
2.7,26,195,74,England,starting_xi,2024,Medium/Medium,Normal,Defender,74,61,45,52,59,74,78,2
6.5,25,178,69,Spain,substitute,2026,Medium/Medium,Lean,Midfield,74,73,66,69,73,35,59,3
3.6,26,191,86,Germany,starting_xi,2024,Medium/Medium,Normal,Forward,74,67,73,60,71,29,74,3
8,24,183,70,England,starting_xi,2024,High/Medium,Normal,Defender,74,87,47,64,73,69,72,3
3.6,25,177,70,Portugal,substitute,2025,Medium/Medium,Lean,Forward,74,84,72,70,75,67,71,4
17,24,187,77,Germany,starting_xi,2024,Medium/Low,Lean,Midfield,74,83,72,66,78,31,59,4
6.5,25,185,74,Italy,starting_xi,2026,Medium/High,Lean,Midfield,74,62,55,66,72,73,68,4
6.5,24,176,74,Germany,substitute,2025,Medium/Medium,Normal,Midfield,74,75,71,67,78,34,61,4
7,24,183,76,Netherlands,starting_xi,2024,High/High,Normal,Midfield,74,67,74,71,70,73,87,3
3.2,26,180,79,Portugal,substitute,2026,High/Low,Normal,Defender,74,75,61,66,73,69,68,3
2.8,25,170,60,USA,starting_xi,2024,High/Medium,Normal,Midfield,74,82,67,68,79,35,57,4
25,25,178,71,England,substitute,2025,Medium/Low,Normal,Midfield,74,82,69,68,77,56,62,4
8,26,180,71,England,starting_xi,2024,Medium/Medium,Normal,Defender,74,75,47,66,68,73,75,2
3.6,26,186,71,Spain,substitute,2026,Medium/Medium,Lean,Forward,74,67,76,64,74,27,67,3
4.8,26,189,79,Germany,starting_xi,2025,High/High,Normal,Midfield,74,67,63,70,72,75,80,2
5.5,27,188,75,Italy,starting_xi,2024,Medium/High,Normal,Midfield,74,66,65,68,69,70,75,3
4.2,26,183,71,Spain,substitute,2026,Medium/Medium,Lean,Defender,74,64,42,66,68,74,74,2
4.2,27,176,73,Italy,starting_xi,2024,High/High,Normal,Midfield,74,64,63,71,75,72,69,3
6.5,28,189,86,Germany,starting_xi,2026,Low/High,Normal,Midfield,74,58,43,58,61,76,80,2
4.3,27,188,86,USA,starting_xi,2024,High/Medium,Normal,Forward,74,89,73,51,70,33,77,2
2.9,27,185,76,France,starting_xi,2026,Medium/Medium,Lean,Defender,74,68,30,51,61,75,75,2
4.4,26,185,81,Germany,substitute,2024,Medium/Medium,Normal,Defender,74,78,77,76,72,64,68,3
4.4,25,182,79,England,substitute,2024,Medium/Medium,Normal,Midfield,74,60,56,74,69,73,67,3
3.8,27,173,72,France,substitute,2025,High/Medium,Normal,Defender,74,81,55,65,74,65,65,3
2.3,27,185,88,England,starting_xi,2025,High/Medium,Normal,Midfield,74,79,73,72,75,71,77,3
4.5,25,176,67,Germany,starting_xi,2025,High/Medium,Lean,Defender,74,70,49,65,70,71,70,3
3.2,26,178,71,Spain,substitute,2027,Medium/Medium,Normal,Midfield,74,78,73,69,79,34,55,3
4,28,193,88,Germany,starting_xi,2024,Medium/Medium,Normal,Defender,74,66,34,60,53,75,76,2
7,28,177,77,Spain,starting_xi,2024,High/Medium,Lean,Defender,74,82,34,62,64,74,80,2
6.5,26,176,69,France,starting_xi,2025,High/Low,Normal,Forward,74,89,72,67,73,50,78,3
4.2,27,179,70,Spain,starting_xi,2026,Medium/Medium,Lean,Midfield,74,63,64,69,77,62,53,3
5,26,185,80,Spain,starting_xi,2025,Medium/Medium,Lean,Midfield,74,76,69,73,74,41,66,4
7,26,176,75,Spain,substitute,2025,High/Medium,Normal,Defender,74,85,73,67,74,42,60,3
6.5,27,177,72,Spain,starting_xi,2025,Medium/High,Lean,Midfield,74,63,45,65,63,72,74,2
13.5,29,191,84,Spain,starting_xi,2024,Medium/High,Lean,Midfield,74,41,63,70,66,75,78,3
3.3,31,190,83,Spain,substitute,2025,Medium/Low,Normal,Midfield,74,82,77,71,72,41,83,3
1,33,184,75,England,starting_xi,2024,Low/High,Normal,Midfield,74,40,60,70,68,73,76,3
1.9,32,185,84,England,starting_xi,2024,High/Medium,Lean,Forward,74,65,76,68,73,42,66,3
0.325,35,195,85,Italy,starting_xi,2024,Low/Medium,Normal,Defender,74,34,40,54,54,75,72,2
2.7,33,188,84,Germany,substitute,2025,Medium/High,Normal,Forward,74,52,77,58,65,40,73,3
3.4,31,190,83,USA,starting_xi,2024,Medium/Low,Normal,Forward,74,50,74,62,68,32,74,2
2.1,33,184,73,Italy,starting_xi,2024,High/Low,Normal,Forward,74,60,75,58,71,25,64,3
2.9,31,174,61,Spain,substitute,2025,High/Medium,Normal,Defender,74,74,57,70,74,70,67,3
2,31,184,80,Germany,substitute,2025,Medium/Medium,Normal,Defender,74,69,40,51,57,76,72,2
2.9,31,180,78,England,starting_xi,2024,Medium/High,Lean,Defender,74,66,60,69,70,72,71,3
2.6,32,183,82,England,substitute,2024,High/High,Lean,Midfield,74,65,71,74,72,66,72,3
4.6,29,182,77,Italy,starting_xi,2024,Medium/Medium,Normal,Defender,74,67,67,74,75,75,73,3
1.8,31,178,66,France,substitute,2024,Medium/High,Lean,Midfield,74,59,67,73,71,69,75,3
1,33,178,74,Netherlands,starting_xi,2024,High/High,Normal,Midfield,74,52,74,77,70,70,70,3
1.2,32,175,70,Germany,starting_xi,2024,High/Medium,Normal,Defender,74,88,48,66,72,69,71,3
2.1,30,187,81,England,starting_xi,2025,Medium/High,Normal,Defender,74,53,32,47,49,76,78,2
3,30,183,74,Spain,starting_xi,2024,Medium/Medium,Lean,Midfield,74,59,66,67,67,70,80,2
2.6,32,174,70,Portugal,starting_xi,2024,High/High,Normal,Midfield,74,64,69,75,75,68,70,3
3.6,28,174,76,Saudi Arabia,starting_xi,2025,Medium/High,Lean,Midfield,74,67,70,74,76,70,66,3
2.1,30,187,91,Italy,substitute,2024,Medium/Medium,Stocky,Defender,74,53,37,54,55,73,78,2
3.5,31,174,70,Switzerland,substitute,2026,High/Low,Stocky,Midfield,74,91,67,69,76,51,67,4
3.7,29,181,83,Germany,bench,2024,Medium/Medium,Normal,Defender,74,85,46,65,67,70,80,3
0.725,32,179,79,Germany,substitute,2026,Medium/Medium,Stocky,Defender,74,67,64,75,76,68,76,3
3.7,28,187,87,Germany,substitute,2025,High/High,Normal,Defender,74,73,56,65,68,72,81,3
3.5,29,182,78,Switzerland,starting_xi,2026,Medium/Medium,Lean,Midfield,74,68,56,67,66,74,74,2
3.3,31,183,77,Switzerland,substitute,2024,High/High,Stocky,Midfield,74,63,71,75,72,70,76,3
3.5,29,185,75,England,starting_xi,2024,Low/Medium,Normal,Defender,74,64,46,54,61,73,77,2
5.5,29,195,89,Germany,starting_xi,2024,Medium/Medium,Normal,Forward,74,51,74,53,63,35,80,2
2.8,27,184,83,England,bench,2024,Medium/Medium,Normal,Defender,74,65,58,68,70,74,71,3
4.2,28,177,80,Netherlands,starting_xi,2024,Medium/Low,Stocky,Midfield,74,82,76,72,78,41,71,4
4.8,29,182,74,Germany,substitute,2024,Low/Medium,Normal,Defender,74,75,46,59,64,73,68,2
2,32,189,84,Spain,substitute,2024,Low/High,Normal,Defender,74,31,34,54,53,74,81,2
0.6,33,191,83,Netherlands,starting_xi,2024,Medium/High,Normal,Defender,74,33,44,54,60,75,75,2
2.7,28,183,77,England,starting_xi,2024,High/Medium,Lean,Defender,74,77,46,66,64,72,74,2
2.1,28,178,76,England,substitute,2024,Medium/Medium,Normal,Defender,74,69,45,63,72,73,65,3
1.5,32,187,86,USA,starting_xi,2024,Medium/Medium,Stocky,Defender,74,59,47,59,61,75,77,2
2.8,27,181,81,Germany,substitute,2024,Medium/Medium,Normal,Defender,74,72,42,67,69,72,69,3
4.2,27,178,71,England,starting_xi,2024,High/High,Lean,Midfield,74,81,71,72,76,65,77,3
4.9,28,172,68,Netherlands,substitute,2024,High/Medium,Normal,Defender,74,79,50,66,74,68,70,3
3.1,27,184,80,Spain,starting_xi,2025,Medium/Low,Normal,Forward,74,46,76,59,76,33,77,4
1.9,31,178,72,Germany,substitute,2027,High/High,Lean,Midfield,74,76,65,70,78,44,53,4
4,30,187,79,Spain,starting_xi,2024,Medium/High,Normal,Midfield,74,60,65,67,70,74,77,3
1.4,33,181,77,Saudi Arabia,starting_xi,2024,High/High,Normal,Midfield,74,64,67,70,73,72,83,3
5.5,28,176,70,Spain,starting_xi,2025,High/Medium,Normal,Midfield,74,77,66,70,77,37,51,3
1.6,30,189,82,Italy,starting_xi,2024,Medium/Medium,Lean,Defender,74,50,28,41,50,75,78,2
4.2,27,180,75,Switzerland,starting_xi,2026,Medium/Medium,Normal,Midfield,74,82,67,68,75,62,73,3
2.5,28,191,87,Italy,substitute,2025,Medium/High,Normal,Defender,74,72,42,66,68,73,71,3
2.4,27,176,72,Spain,substitute,2025,Medium/Medium,Normal,Forward,74,70,77,75,74,45,64,3
4.2,27,177,68,Portugal,substitute,2024,Medium/Medium,Normal,Midfield,74,88,70,65,79,25,65,3
4.1,28,183,77,Spain,substitute,2026,Medium/Medium,Normal,Midfield,74,53,75,73,70,70,75,3
9.5,28,177,73,Spain,starting_xi,2025,Medium/Medium,Lean,Defender,74,74,56,65,69,69,75,2
2.4,27,187,78,Italy,substitute,2024,Medium/Medium,Normal,Midfield,74,69,51,69,71,70,71,3
1.6,27,185,77,Germany,starting_xi,2025,Medium/Medium,Lean,Midfield,74,94,67,67,73,56,60,3
0.875,32,177,74,France,starting_xi,2025,High/Low,Lean,Midfield,74,66,70,77,76,51,59,4
6.5,30,188,88,Germany,starting_xi,2024,High/High,Normal,Forward,74,80,70,66,73,50,82,3
3.1,30,179,73,Italy,starting_xi,2025,Medium/High,Lean,Defender,74,73,49,60,68,71,70,2
3.1,30,172,71,Italy,starting_xi,2025,Medium/Medium,Lean,Defender,74,76,63,71,70,72,66,2
4.2,22,185,85,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,74,59,50,61,59,73,76,2
2.1,30,179,80,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,74,58,50,58,53,75,74,2
2.9,30,188,78,Italy,substitute,2025,Medium/Medium,Normal,Defender,74,56,50,61,51,76,75,2
3.5,30,181,78,Italy,starting_xi,2025,High/High,Normal,Midfield,74,64,59,72,63,73,77,2
1.3,34,174,74,Italy,substitute,2025,Medium/Medium,Normal,Defender,74,90,40,61,71,69,69,2
3,30,183,71,Italy,starting_xi,2025,High/Medium,Lean,Midfield,74,70,56,71,72,72,69,2
3.5,30,178,75,Italy,starting_xi,2025,High/Low,Normal,Midfield,74,76,63,72,76,34,59,4
2.9,30,182,79,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,74,71,45,66,72,75,70,2
2.9,30,183,77,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,74,67,45,68,66,73,79,2
2.9,30,182,80,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,74,51,42,49,57,76,76,2
4.1,26,170,68,Italy,substitute,2025,High/Medium,Normal,Defender,74,88,68,68,76,67,57,3
4.2,26,172,64,Italy,starting_xi,2025,Medium/Medium,Lean,Defender,74,74,46,68,74,69,58,3
3.5,30,167,63,Italy,starting_xi,2025,High/High,Normal,Midfield,74,86,64,71,78,39,52,2
3.9,26,188,77,Italy,starting_xi,2025,Medium/Medium,Lean,Defender,74,74,63,69,68,75,70,2
3.5,30,176,75,Italy,substitute,2025,Medium/Medium,Normal,Midfield,74,82,72,71,74,38,60,2
1.7,34,176,76,Italy,starting_xi,2025,Medium/Medium,Normal,Midfield,74,78,67,69,73,66,71,2
4,26,186,74,Italy,starting_xi,2025,Medium/Medium,Lean,Midfield,74,69,69,74,73,73,70,2
3.6,30,185,80,Italy,substitute,2025,Medium/Medium,Normal,Forward,74,30,79,67,67,28,70,2
4.1,30,175,72,Italy,starting_xi,2025,Medium/Medium,Stocky,Midfield,74,65,69,73,77,35,54,4
3.6,30,180,76,Italy,starting_xi,2025,High/Low,Lean,Forward,74,80,75,58,73,29,62,3
3.6,30,187,81,Italy,starting_xi,2025,Medium/Medium,Normal,Forward,74,67,75,68,72,38,77,3
4.1,26,180,75,Italy,substitute,2025,High/Medium,Normal,Defender,74,79,45,61,69,69,73,3
2.4,31,175,64,Spain,substitute,2024,High/Medium,Lean,Midfield,74,84,64,73,73,39,46,3
5,26,186,85,Italy,substitute,2025,High/High,Stocky,Defender,74,75,56,60,64,76,75,2
3.1,30,174,74,Italy,substitute,2025,High/Medium,Normal,Defender,74,72,57,63,69,72,74,3
2.1,30,186,80,Switzerland,starting_xi,2024,Medium/Medium,Normal,Defender,74,67,36,45,54,75,79,2
23,19,170,67,England,starting_xi,2025,Medium/Medium,Lean,Midfield,73,78,62,71,78,37,42,4
5,20,170,61,Italy,starting_xi,2025,Medium/Medium,Lean,Midfield,73,67,66,70,75,62,62,3
38.5,19,179,58,Netherlands,starting_xi,2027,Medium/High,Lean,Midfield,73,77,63,71,77,55,63,3
9.5,19,175,66,England,substitute,2028,High/Medium,Lean,Midfield,73,78,68,67,75,45,52,3
4.1,19,174,77,England,substitute,2026,High/High,Lean,Forward,73,81,62,66,75,33,54,3
6.5,20,191,85,Spain,bench,2027,Low/High,Normal,Defender,73,62,37,56,64,73,76,2
12.5,20,182,70,Netherlands,starting_xi,2027,Medium/Medium,Normal,Midfield,73,76,69,76,74,61,66,3
5.5,19,184,83,Germany,substitute,2026,Medium/Medium,Normal,Defender,73,76,44,65,69,70,62,2
23.5,21,178,72,Italy,substitute,2026,Medium/Medium,Normal,Midfield,73,73,62,74,77,61,60,3
9.5,19,185,71,Germany,starting_xi,2025,Medium/Medium,Lean,Midfield,73,75,70,74,75,49,62,3
23.5,22,168,62,Spain,substitute,2026,High/Medium,Normal,Midfield,73,71,71,69,76,38,48,3
11.5,22,183,74,Portugal,starting_xi,2027,High/Medium,Normal,Forward,73,75,72,61,71,28,80,2
8.5,23,185,81,England,starting_xi,2025,High/Medium,Normal,Defender,73,63,38,48,57,74,74,2
9,20,190,87,England,starting_xi,2026,Medium/Medium,Stocky,Defender,73,82,25,50,51,74,76,2
9.5,21,173,68,Spain,substitute,2024,High/Medium,Normal,Midfield,73,80,66,71,76,42,56,4
6,19,186,81,England,starting_xi,2025,Medium/Medium,Normal,Defender,73,66,36,56,58,74,73,2
12,19,179,68,Netherlands,starting_xi,2025,Medium/Medium,Normal,Defender,73,77,56,65,72,70,69,3
4.4,22,190,75,Spain,bench,2025,Medium/Medium,Lean,Defender,73,60,37,58,52,74,66,2
6.5,22,185,81,Italy,substitute,2026,Medium/High,Normal,Defender,73,68,37,50,61,71,81,2
7,22,193,86,Spain,substitute,2028,High/Low,Normal,Forward,73,77,72,56,67,32,82,3
7,21,193,89,Italy,substitute,2026,Medium/Low,Normal,Forward,73,69,74,63,75,20,70,3
5.5,21,184,86,Germany,bench,2024,Medium/Medium,Normal,Forward,73,82,71,61,77,33,69,3
6,19,180,70,Spain,starting_xi,2025,Medium/High,Lean,Defender,73,74,35,64,62,74,74,2
5.5,20,178,72,Germany,substitute,2024,High/High,Normal,Midfield,73,81,69,66,72,45,66,3
3.9,22,188,78,Italy,bench,2027,Medium/Medium,Normal,Defender,73,70,30,52,60,75,72,2
7.5,24,187,82,Italy,starting_xi,2025,Medium/High,Normal,Defender,73,70,28,59,63,72,78,2
28.5,21,173,68,Spain,starting_xi,2025,Medium/Low,Lean,Forward,73,70,71,74,76,30,52,4
4.7,23,176,75,Germany,starting_xi,2027,Medium/Medium,Lean,Forward,73,88,74,65,77,37,62,3
4.6,21,178,69,England,bench,2024,High/Medium,Lean,Defender,73,81,55,67,73,68,67,3
22,23,185,78,Italy,starting_xi,2024,Medium/High,Normal,Midfield,73,60,53,70,67,67,76,3
4.6,22,168,57,Italy,substitute,2027,High/Medium,Lean,Midfield,73,84,65,71,77,59,48,4
28,22,176,70,Spain,substitute,2028,Medium/Low,Lean,Midfield,73,72,62,69,78,62,63,3
7,22,178,71,USA,starting_xi,2025,High/Medium,Normal,Midfield,73,81,70,70,73,38,54,3
5.5,21,184,74,France,substitute,2025,Medium/Medium,Normal,Defender,73,65,46,62,61,72,75,2
7,21,168,64,France,starting_xi,2024,High/Low,Normal,Forward,73,72,65,66,80,33,43,3
6,23,184,75,Spain,substitute,2026,Medium/Medium,Lean,Defender,73,76,35,65,64,74,74,2
4.2,23,190,76,England,starting_xi,2024,Medium/Medium,Lean,Defender,73,72,40,62,68,74,75,3
3.3,24,183,63,England,starting_xi,2026,Medium/High,Lean,Midfield,73,69,59,65,69,71,76,3
3.5,23,173,63,England,starting_xi,2026,High/High,Lean,Midfield,73,69,62,66,75,69,73,3
8.5,23,180,73,England,substitute,2027,High/Medium,Lean,Forward,73,81,71,55,75,24,61,3
3.4,24,173,65,England,substitute,2024,High/High,Lean,Midfield,73,81,58,69,77,63,66,3
8,22,186,86,Germany,starting_xi,2026,High/Medium,Stocky,Defender,73,67,36,53,65,71,80,2
4.4,23,178,75,Spain,substitute,2026,Medium/Medium,Normal,Midfield,73,68,64,74,73,69,67,3
7.5,25,189,79,Spain,starting_xi,2024,Medium/Medium,Normal,Defender,73,66,53,54,58,72,77,2
8.5,22,185,74,England,starting_xi,2024,Medium/Medium,Normal,Forward,73,66,75,61,68,29,71,3
6.5,22,178,78,Germany,starting_xi,2026,High/High,Normal,Midfield,73,75,67,70,77,62,70,3
6.5,22,187,90,France,substitute,2027,Medium/Medium,Normal,Midfield,73,59,66,69,71,70,81,3
26.5,23,184,75,Italy,starting_xi,2024,Medium/High,Normal,Midfield,73,67,50,67,70,71,70,2
4.2,24,177,75,Italy,substitute,2025,High/High,Normal,Midfield,73,66,66,72,73,73,70,3
3,24,190,86,Germany,substitute,2024,Medium/Medium,Normal,Defender,73,67,60,64,66,74,76,3
6,24,180,73,Spain,starting_xi,2026,Medium/Medium,Normal,Midfield,73,68,67,74,73,59,59,4
6.5,22,173,68,Spain,starting_xi,2026,Medium/Medium,Normal,Midfield,73,69,68,73,72,67,65,3
3.4,23,184,83,Germany,substitute,2027,Medium/Medium,Normal,Defender,73,73,38,62,67,73,77,2
10.5,23,190,85,Italy,substitute,2027,Medium/Medium,Normal,Defender,73,65,59,65,61,73,78,2
12,22,174,68,Germany,substitute,2024,Medium/High,Lean,Midfield,73,75,58,67,77,70,64,3
4.9,21,183,79,Germany,bench,2025,Medium/Medium,Normal,Midfield,73,66,56,74,72,68,67,3
2.8,22,178,69,Italy,substitute,2026,High/Low,Lean,Defender,73,78,55,67,73,69,66,3
4.4,21,188,80,Italy,substitute,2026,Low/Medium,Normal,Defender,73,55,42,61,60,74,75,2
4.5,24,177,70,Portugal,substitute,2027,Medium/Medium,Lean,Midfield,73,74,70,71,73,41,63,3
3.5,25,189,80,England,starting_xi,2024,Medium/High,Normal,Defender,73,57,32,46,51,72,82,2
